training loops, loss(DB-train), loss(DB-test), loss(DB-validation)
1,5.961795,5.937500,5.956560
20,2.581102,2.276363,2.459994
40,1.198363,1.106714,1.350789
60,0.840831,0.899405,1.161958
80,0.579424,0.739914,1.017427
100,0.485358,0.709135,0.994848
120,0.366403,0.630624,0.919662
140,0.317705,0.592807,0.893649
160,0.282668,0.611092,0.912321
180,0.211871,0.573554,0.903735
200,0.247736,0.613475,0.941854
