training loops, loss(DB-train), loss(DB-test), loss(DB-validation)
1,5.992192,5.968750,5.987810
20,2.335631,2.101393,2.302196
40,1.242782,1.177801,1.434452
60,0.831444,0.913893,1.166167
80,0.570006,0.767257,1.037926
100,0.451484,0.682565,0.973237
120,0.450076,0.729247,1.010497
140,0.285681,0.613862,0.902815
160,0.278280,0.634058,0.919879
180,0.309358,0.686085,0.966754
200,0.244019,0.604054,0.875859
