training loops, loss(DB-train), loss(DB-test), loss(DB-validation)
1,6.256181,6.274381,6.274381
30,6.256559,6.274381,6.274381
60,6.256181,6.274381,6.274381
90,6.256181,6.274381,6.274381
120,6.256559,6.274381,6.274381
150,6.256938,6.274381,6.274381
180,6.255803,6.274381,6.274381
210,6.255803,6.274381,6.274381
240,6.255047,6.274381,6.274381
270,6.256181,6.274381,6.274381
300,6.256691,6.274381,6.274381
